ID,topic_id,topic,question,answer
391,154,figs,are you looking for recipes with figs,i was hoping to see nutritional facts and health benefits of figs
392,154,figs,if youre interested in recipes would you like savory or sweet receipes do you have other specific ingredients in mind,no i jsut want nutritional information
393,154,figs,what variety of figs are you interested in,i dont know
394,154,figs,would you like to know more about growing figs,i need health benefits of eating figs
395,154,figs,would you like to know the climate figs are found in,no i would like to know the health benefits of figs
396,154,figs,,
397,154,figs,are you interested in figs health benefits,no
398,154,figs,would you like to know what figs taste like,no i know what they taste like
399,154,figs,would you like to know where figs grow,no
400,154,figs,would you like to know where you can buy figs,no i want to find recipes on how to make them
401,154,figs,would you like to see a list of different kind of figs with images,no i just want recipes that contain figs
402,154,figs,would you like to watch videos about how figs grow andor how to prepare them,yes i would like this information on how to prepare figs
403,154,figs,would you like us to show you where to buy figs and other fresh fruit locally,id like to see recipes using figs
404,154,figs,are you interested in recipes you can make with figs fresh or dried,yes doesnt matter whether fresh or dried
405,154,figs,are you interested in the calorie count or other nutrition information for the fruit,no i am not i want fig recipes
406,154,figs,are you interested in the fruit or are you looking for the clothing brand that sells scrubs,i am talking about the fruit
407,154,figs,are you looking for recipes with figs,yes
408,154,figs,if youre interested in recipes would you like savory or sweet receipes do you have other specific ingredients in mind,give me both so long as they use figs
409,154,figs,what variety of figs are you interested in,i want recipes that use any variety of fig
410,154,figs,would you like to know more about growing figs,no i want recipes that use figs
411,154,figs,would you like to know the climate figs are found in,no i am looking for recipes that use figs
412,154,figs,,
413,154,figs,are you interested in figs health benefits,no
414,154,figs,would you like to know what figs taste like,yes what do they taste like
415,154,figs,would you like to know where figs grow,no not really
416,154,figs,would you like to know where you can buy figs,no i just want information on the variety of figs
417,154,figs,would you like to see a list of different kind of figs with images,yes i would like to see more about them
418,154,figs,would you like to watch videos about how figs grow andor how to prepare them,no i want to know what varieties are there
419,154,figs,would you like to watch videos about how figs grow andor how to prepare them,no i want to know about the different varieties of figs
420,154,figs,would you like us to show you where to buy figs and other fresh fruit locally,no i want to know about the varieties of figs that exist
421,154,figs,are you interested in recipes you can make with figs fresh or dried,no i would like information on the different types of figs
422,154,figs,are you interested in the calorie count or other nutrition information for the fruit,i dont know
423,154,figs,are you interested in the fruit or are you looking for the clothing brand that sells scrubs,i am interested in the fruit
424,154,figs,are you looking for recipes with figs,no i would like information on different varieties of figs
425,154,figs,if youre interested in recipes would you like savory or sweet receipes do you have other specific ingredients in mind,thats irrelevant i need information on fig varieties
426,154,figs,what variety of figs are you interested in,im interested in general information about all of the varieties
427,154,figs,would you like to know more about growing figs,no i would like to know about varities of figs
428,154,figs,would you like to know the climate figs are found in,no just the number and variety of figs
429,154,figs,,
430,154,figs,are you interested in figs health benefits,no i am interested on information on how to grow figs
431,154,figs,would you like to know what figs taste like,no i want to know about growing them
432,154,figs,would you like to know where figs grow,no i need instructions on how to grow figs myself
433,154,figs,would you like to know where you can buy figs,no tell me how to grow them
434,154,figs,would you like to see a list of different kind of figs with images,no i would like to know how to grow figs
435,154,figs,would you like to watch videos about how figs grow andor how to prepare them,no not on how to prepare them just how they grow them
436,154,figs,would you like us to show you where to buy figs and other fresh fruit locally,no i want to know how do i grow my own figs
437,154,figs,are you interested in recipes you can make with figs fresh or dried,no i want to grow figs
438,154,figs,are you interested in the calorie count or other nutrition information for the fruit,yes
439,154,figs,are you interested in the fruit or are you looking for the clothing brand that sells scrubs,i need information on the fruit
440,154,figs,are you looking for recipes with figs,no i want to grow them
441,154,figs,if youre interested in recipes would you like savory or sweet receipes do you have other specific ingredients in mind,no i just want to know how theyre grown
442,154,figs,what variety of figs are you interested in,i am looking for information on growing figs in general
443,154,figs,would you like to know more about growing figs,yes
444,154,figs,would you like to know the climate figs are found in,yes and any other information regarding the cultivation of figs
445,154,figs,,
446,159,porterville,are you interested in schools in poterville,yes the k12 schools in poterville
447,159,porterville,do you need information about medical services,no i need to know primary and secondary schools in porterville ca
448,159,porterville,do you want the history of porterville,no i want to know the school there
449,159,porterville,do you want to find a restaurant or store here,no i want to find k12 schools
450,159,porterville,is there any specific web page on your mind,no i want information abotu k12 schools
451,159,porterville,would like to know about any specific sports team,no i want to know about the schools
452,159,porterville,are you looking for a contact number for the city government,no i want to know what the k12 schools are in porterville ca
453,159,porterville,are you looking for a hotel near porterville,no i need k12 schools near porterville
454,159,porterville,are you looking for a specific place here,what schools are in the portervilel ca area
455,159,porterville,are you looking for any specific venues in porterville,id like to know about the k12 schools in porterville
456,159,porterville,are you looking for attractions near porterville,no i am looking for schools
457,159,porterville,are you looking to move here,i am only looking for information about their primary schools right now
458,159,porterville,are you wanting directions to porterville,no
459,159,porterville,are you wondering where porterville is,no i want to know what grade schools there are
460,159,porterville,,
461,159,porterville,are you interested in schools in poterville,yes colleges and postsecondary institutions
462,159,porterville,do you need information about medical services,no i am looking for colleges in porterville
463,159,porterville,do you want the history of porterville,no i want to know what colleges or postsecondary institutions are located there
464,159,porterville,do you want to find a restaurant or store here,no i am looking for colleges
465,159,porterville,is there any specific web page on your mind,no i am just looking for colleges and other post secondary institutions located in porterville california
466,159,porterville,would like to know about any specific sports team,no i am looking for the citys higher education institutes
467,159,porterville,are you looking for a contact number for the city government,no i am looking for colleges or post secondary institutions in porterville ca
468,159,porterville,are you looking for a hotel near porterville,no i am looking for colleges or institutions
469,159,porterville,are you looking for a specific place here,yes colleges and postsecondary institutions
470,159,porterville,are you looking for any specific venues in porterville,no i need colleges or postsecondary institutions
471,159,porterville,are you looking for attractions near porterville,no i am looking for schools in porterville ca
472,159,porterville,are you looking to move here,possibly for now i want to see a list of colleges
473,159,porterville,are you wanting directions to porterville,no i am looking for universities in the porterville california area
474,159,porterville,are you wondering where porterville is,no i want to find out what colleges and postsecondary institutions are located in porterville ca
475,159,porterville,,
476,159,porterville,are you interested in schools in poterville,no i am looking for medical centers
477,159,porterville,do you need information about medical services,yes i need more information about medical care available in porterville california
478,159,porterville,do you want the history of porterville,no i want information about midical care in the city
479,159,porterville,do you want to find a restaurant or store here,no hospitals and medical care in porterville ca
480,159,porterville,is there any specific web page on your mind,no i am looking for information on medical care
481,159,porterville,would like to know about any specific sports team,no
482,159,porterville,are you looking for a contact number for the city government,no i would like information about available medical care in porterville ca
483,159,porterville,are you looking for a hotel near porterville,no im looking for a hospital or other medical provider in porterville
484,159,porterville,are you looking for a specific place here,yes im looking for medical care centers
485,159,porterville,are you looking for any specific venues in porterville,i am looking for medical care in porterville ca
486,159,porterville,are you looking for attractions near porterville,no i am interested in medical care in porterville
487,159,porterville,are you looking to move here,i dont know i want to know about medical care in porterville
488,159,porterville,are you wanting directions to porterville,no i need information on medical care in portervile ca
489,159,porterville,are you wondering where porterville is,no i would like to know where medical care is available
490,159,porterville,,
491,159,porterville,are you interested in schools in poterville,yes specifically sports teams at their high school
492,159,porterville,do you need information about medical services,no i need information regarding the panthers sports teams of poterville high school in california
493,159,porterville,do you want the history of porterville,no i am looking for panthers sports team information
494,159,porterville,do you want to find a restaurant or store here,no i want to find out about the panthers ssports teams at porterville high school
495,159,porterville,is there any specific web page on your mind,porterville high school panters sports team in california
496,159,porterville,would like to know about any specific sports team,no i would like to know about the teams at porterville high school in california
497,159,porterville,are you looking for a contact number for the city government,no
498,159,porterville,are you looking for a hotel near porterville,no i want to learn about the panthers sports teams at porterville high school
499,159,porterville,are you looking for a specific place here,the porterville high school
500,159,porterville,are you looking for any specific venues in porterville,no
501,159,porterville,are you looking for attractions near porterville,no i need information on the panthers sports teams porterville high school in california
502,159,porterville,are you looking to move here,no
503,159,porterville,are you wanting directions to porterville,no i want information about the panthers sports teams at porterville high
504,159,porterville,are you wondering where porterville is,no i am wondering about the panthers sports teams at porterville high school in california
505,159,porterville,,
506,159,porterville,are you interested in schools in poterville,no just take me to the local newspaper homepage of the porterville recorder
507,159,porterville,do you need information about medical services,no i need the homepage of the newspaper called porterville recorder
508,159,porterville,do you want the history of porterville,no i want to navigate to the porterville recorder newspaper
509,159,porterville,do you want to find a restaurant or store here,no i want to find the homepage of the porterville recorder newspaper
510,159,porterville,is there any specific web page on your mind,yes i want the homepage of the porterville reporter newspaper
511,159,porterville,would like to know about any specific sports team,no im looking for the newspaper
512,159,porterville,are you looking for a contact number for the city government,no not the city government and not a contact number
513,159,porterville,are you looking for a hotel near porterville,no i want the website for the porterville recorder newspaper
514,159,porterville,are you looking for a specific place here,i need the web site of the newspaper called porterville recorder
515,159,porterville,are you looking for any specific venues in porterville,no i need to find the potervilles newspaper the recorder
516,159,porterville,are you looking for attractions near porterville,no i want to find the porterville recorders site
517,159,porterville,are you looking to move here,no i want to find the homepage of the porterville recorder newspaper
518,159,porterville,are you wanting directions to porterville,no i just want the porterville recorder newspaper homepage
519,159,porterville,are you wondering where porterville is,no i would like the homepage for the newspaper
520,159,porterville,,
521,161,furniture for small spaces,are you interesting in buying furniture,no
522,161,furniture for small spaces,do you want to buy it online,no
523,161,furniture for small spaces,do you want to learn how to make furniture,no
524,161,furniture for small spaces,do you want to sell furniture,no
525,161,furniture for small spaces,have you got any specific question regarding furniture size,no i am looking for dos and donts in small places
526,161,furniture for small spaces,what type of furniture are you looking for,for small spaces along with do and dont suggestions
527,161,furniture for small spaces,are you looking for bedroom furniture,i dont know
528,161,furniture for small spaces,are you looking for dining room furniture,no i an interested in finding out what are the dos and donts of decorating in small spaces
529,161,furniture for small spaces,are you looking for furniture for a specific room,no
530,161,furniture for small spaces,are you looking for information about any specific decoration technique,no just general tips on decorating small spaces and what to avoid
531,161,furniture for small spaces,are you looking for kitchen furniture,no i want to know about decorating small spaces
532,161,furniture for small spaces,are you looking for living room furniture,no im looking for tips and caveats for decorating small space
533,161,furniture for small spaces,do you need any specific tips on decoration,yes suggestions for what to do and what not to do when decorating a small space
534,161,furniture for small spaces,do you need information about furniture arrangement,yes for small spaces
535,161,furniture for small spaces,,
536,161,furniture for small spaces,are you interesting in buying furniture,no im not looking to buy anything
537,161,furniture for small spaces,do you want to buy it online,no
538,161,furniture for small spaces,do you want to learn how to make furniture,no
539,161,furniture for small spaces,do you want to sell furniture,i want information on mirrored surfaces
540,161,furniture for small spaces,have you got any specific question regarding furniture size,no i am interested in the effect of mirrored furniture surfaces in small spaces
541,161,furniture for small spaces,what type of furniture are you looking for,i am looking for the use of mirrors in interior design for small spaces
542,161,furniture for small spaces,are you looking for bedroom furniture,no i am curious about furniture for small spaces
543,161,furniture for small spaces,are you looking for dining room furniture,no i would like to know how mirrored surfaces affect small spaces
544,161,furniture for small spaces,are you looking for furniture for a specific room,no i want to know how mirrors influence space
545,161,furniture for small spaces,are you looking for information about any specific decoration technique,yes id like to know the effect mirrored surfaces has on small spaces
546,161,furniture for small spaces,are you looking for kitchen furniture,i would like to know how mirrors effect small spaces
547,161,furniture for small spaces,are you looking for living room furniture,no i would like to know the effect of mirrored surfaces in small places
548,161,furniture for small spaces,do you need any specific tips on decoration,yes how should i use mirrors in a small space
549,161,furniture for small spaces,do you need information about furniture arrangement,no is mirrored furnature good for small spaces
550,161,furniture for small spaces,,
551,161,furniture for small spaces,are you interesting in buying furniture,no i am curious as to how the arrangement of furniture creates an illusion of more space
552,161,furniture for small spaces,do you want to buy it online,no i want to know about arranging furniture in small spaces
553,161,furniture for small spaces,do you want to learn how to make furniture,no i need information about funiture placement and creating open living spaces
554,161,furniture for small spaces,do you want to sell furniture,no i wouldl like to know how furniture arrangement can create an illusion of more space
555,161,furniture for small spaces,have you got any specific question regarding furniture size,no
556,161,furniture for small spaces,what type of furniture are you looking for,small furniture that creates the illusion of space
557,161,furniture for small spaces,are you looking for bedroom furniture,no i would like to know how furniture arrangement can create an illusion of more space
558,161,furniture for small spaces,are you looking for dining room furniture,no i am looking for furniture space arrangement
559,161,furniture for small spaces,are you looking for furniture for a specific room,no im interested in how the arrangement of furniture creates the illusion of more space
560,161,furniture for small spaces,are you looking for information about any specific decoration technique,no i want to know how to arrange furniture to create the illusion of more space in a room
561,161,furniture for small spaces,are you looking for kitchen furniture,no i want to find out how some furniture arrangements create the illusion of extra space
562,161,furniture for small spaces,are you looking for living room furniture,no
563,161,furniture for small spaces,do you need any specific tips on decoration,yes i would like to know how furniture can make a room look bigger
564,161,furniture for small spaces,do you need information about furniture arrangement,yes i would like to know how to create the illusion of extra space
565,161,furniture for small spaces,,
566,161,furniture for small spaces,are you interesting in buying furniture,no i am interested in the scale of furniture in small spaces not buying furniture
567,161,furniture for small spaces,do you want to buy it online,that is not related to my question
568,161,furniture for small spaces,do you want to learn how to make furniture,no i want to know the importance of furniture dimensions in spaces that are small
569,161,furniture for small spaces,do you want to sell furniture,no i want information on furniture size for small spaces
570,161,furniture for small spaces,have you got any specific question regarding furniture size,no i am looking for general information regarding size importance
571,161,furniture for small spaces,what type of furniture are you looking for,i dont know
572,161,furniture for small spaces,are you looking for bedroom furniture,no what is the importance of furniture dimensions to small spaces
573,161,furniture for small spaces,are you looking for dining room furniture,i want to know how important the size of the furniture is
574,161,furniture for small spaces,are you looking for furniture for a specific room,furniture for small rooms yes
575,161,furniture for small spaces,are you looking for information about any specific decoration technique,no i am looking for information about fitting furniture into small spaces
576,161,furniture for small spaces,are you looking for kitchen furniture,no i am wondering about the scale of furniture for small spaces
577,161,furniture for small spaces,are you looking for living room furniture,no
578,161,furniture for small spaces,do you need any specific tips on decoration,how to utilize furniture in small spaces
579,161,furniture for small spaces,do you need information about furniture arrangement,i would like to know the importance of the scale of furniture in small places
580,161,furniture for small spaces,,
581,166,computer programming,are you interested in a coding bootcamp,no i want to know what career options programmers have
582,166,computer programming,are you looking to see how much computer programming lessons cost,no i need listed careers for computer programmers
583,166,computer programming,do you any specific information about computer science degree program,no i want to find out about careers for computer programmers
584,166,computer programming,do you need any specific information about its job market,yes in regards to computer programming
585,166,computer programming,do you want to know how to do computer programming,no im interested in programming careers
586,166,computer programming,are you interested in coding courses online,no what careers are for computer programmers
587,166,computer programming,are you interested in programming courses for children,i would like to know about careers related to computer programming
588,166,computer programming,are you interested in the history of computer programming,no just in careers
589,166,computer programming,are you looking for a job in computer programming,i am looking for information about computer programming jobs
590,166,computer programming,are you looking for computer programming schools near you,no i am looking for career choices
591,166,computer programming,are you looking for information on different computer programming languages,no my question is not really of a technical nature
592,166,computer programming,are you looking for information on jobs,yes
593,166,computer programming,are you looking for nearby coding classes,no i want a list of careers for computer programmers
594,166,computer programming,,
595,166,computer programming,are you interested in a coding bootcamp,no i am looking for programming tutorials
596,166,computer programming,are you looking to see how much computer programming lessons cost,yes and any online tutorials
597,166,computer programming,do you any specific information about computer science degree program,no i want an online list of computer programming tutorials
598,166,computer programming,do you need any specific information about its job market,no
599,166,computer programming,do you want to know how to do computer programming,yes im looking for online tutorials
600,166,computer programming,are you interested in coding courses online,yes
601,166,computer programming,are you interested in programming courses for children,possibly just list me some online computer programming tutorials
602,166,computer programming,are you interested in the history of computer programming,no i need to see a list of online computer programming tutorials
603,166,computer programming,are you looking for a job in computer programming,no im looking for tutorials
604,166,computer programming,are you looking for computer programming schools near you,no i am looking for free online computer programing tutorials
605,166,computer programming,are you looking for information on different computer programming languages,yes
606,166,computer programming,are you looking for information on jobs,no just tutorials
607,166,computer programming,are you looking for nearby coding classes,no i am interested in coding classes or tutorials i can take from online recources
608,166,computer programming,,
609,166,computer programming,are you interested in a coding bootcamp,no but i do need information regarding an aspect of computer science education
610,166,computer programming,are you looking to see how much computer programming lessons cost,no im looking for information on the degree
611,166,computer programming,do you any specific information about computer science degree program,just general information about them
612,166,computer programming,do you need any specific information about its job market,no i would like the program information on acquiring a computer science degree
613,166,computer programming,do you want to know how to do computer programming,yes specifically what are the degree requirements for a typical cs program
614,166,computer programming,are you interested in coding courses online,i would like to know whats in a computer science degree program
615,166,computer programming,are you interested in programming courses for children,no i want to know what courses you take in a computer science degree
616,166,computer programming,are you interested in the history of computer programming,no i am looking for information about degree programs
617,166,computer programming,are you looking for a job in computer programming,no i am looking for degree programs
618,166,computer programming,are you looking for computer programming schools near you,yes i want to know about their degree programs
619,166,computer programming,are you looking for information on different computer programming languages,no i want to find what it takes for a computer science degree
620,166,computer programming,are you looking for information on jobs,no i am interested in what the computer science program entails to complete requirements description of the courses and knowledge taught
621,166,computer programming,are you looking for nearby coding classes,no i just want to know about degree programs in general
622,166,computer programming,,
623,166,computer programming,are you interested in a coding bootcamp,no i am interested in salaries
624,166,computer programming,are you looking to see how much computer programming lessons cost,no i am looking for the average salary of a programmer
625,166,computer programming,do you any specific information about computer science degree program,no what typical salaries do computer programmers earn
626,166,computer programming,do you need any specific information about its job market,yes i am looking for specific economic information
627,166,computer programming,do you want to know how to do computer programming,no i want to know the average salary
628,166,computer programming,are you interested in coding courses online,no i want salary information
629,166,computer programming,are you interested in programming courses for children,no i want to know the average salary of a computer programmer
630,166,computer programming,are you interested in the history of computer programming,no i am looking for the average salary
631,166,computer programming,are you looking for a job in computer programming,no i just want to know about average salaries
632,166,computer programming,are you looking for computer programming schools near you,no i am interested in aspects of employment as a computer programmer
633,166,computer programming,are you looking for information on different computer programming languages,no
634,166,computer programming,are you looking for information on jobs,yes specifically about working as a computer programmer
635,166,computer programming,are you looking for nearby coding classes,no im not
636,166,computer programming,,
637,166,computer programming,are you interested in a coding bootcamp,no i want information on programming languages
638,166,computer programming,are you looking to see how much computer programming lessons cost,no i want to know about programming languages
639,166,computer programming,do you any specific information about computer science degree program,no i want to know what computer programming languages there are
640,166,computer programming,do you need any specific information about its job market,no just give me a list of computer programming languages
641,166,computer programming,do you want to know how to do computer programming,yes what sorts of computer programming languages are there
642,166,computer programming,are you interested in coding courses online,no i want to know what computer programming languages exist
643,166,computer programming,are you interested in programming courses for children,no im looking for information on the different programming languages
644,166,computer programming,are you interested in the history of computer programming,no thanks
645,166,computer programming,are you looking for a job in computer programming,no i want to know what computer programming languages there are
646,166,computer programming,are you looking for computer programming schools near you,no just give me a list of computer languages
647,166,computer programming,are you looking for information on different computer programming languages,yes what are the diffrent computer programing languages
648,166,computer programming,are you looking for information on jobs,no im not
649,166,computer programming,are you looking for nearby coding classes,no just a list of computer languages
650,166,computer programming,,
651,177,best long term care insurance,are you interested in comparing coverage prices,no i am interested in learning about the different types of long term care insurance policies
652,177,best long term care insurance,when do you expect to need coverage to begin,i expect coverage to begin as soon as possible
653,177,best long term care insurance,would you like to buy a book on the best types of best long term insurances and learn more about it,no what are the different types of long term care insurance policies
654,177,best long term care insurance,would you like to find out the different types of payment options for the best long term care insurance,no i want to know what are the different types of policies offered
655,177,best long term care insurance,would you like to know the age should to start buying best long term care insurance,just the types of care policies
656,177,best long term care insurance,are you interested in getting a quote for coverage,i am interested in the different types of long term care policies
657,177,best long term care insurance,are you interested in more information on the best long term care insurance,yes
658,177,best long term care insurance,are you interested in the best priced long term care insurance or best coverage,i am interested in both
659,177,best long term care insurance,are you interested in the cost for best long term care insurance or short term,best long term care insurance
660,177,best long term care insurance,are you looking for a specific insurance company,no i am looking to compare different types of long term care insurance policies
661,177,best long term care insurance,do you plan to sign up for coverage online,i am not interested in signing up at the moment
662,177,best long term care insurance,do you think the best long term care insurance is right for you,i want to know different types of long term care insurance polices in the market
663,177,best long term care insurance,what area of the country do you live in,this is not related to my search
664,177,best long term care insurance,,
665,177,best long term care insurance,are you interested in comparing coverage prices,i need a general list of the top insurance companies offering long term health care policies
666,177,best long term care insurance,when do you expect to need coverage to begin,i dont know im only looking for company names
667,177,best long term care insurance,would you like to buy a book on the best types of best long term insurances and learn more about it,no i want the companies
668,177,best long term care insurance,would you like to find out the different types of payment options for the best long term care insurance,no i want to know companies that offer long term care insurance
669,177,best long term care insurance,would you like to know the age should to start buying best long term care insurance,listing of ratings and best long term care insurances
670,177,best long term care insurance,are you interested in getting a quote for coverage,right now i just want to know which companies offer it
671,177,best long term care insurance,are you interested in more information on the best long term care insurance,no im looking for companies that offer long term care insurance policies
672,177,best long term care insurance,are you interested in the best priced long term care insurance or best coverage,i want to know which companies offer long term care coverage
673,177,best long term care insurance,are you interested in the cost for best long term care insurance or short term,no i want to know a listing of companies that offer long term care insurance
674,177,best long term care insurance,are you looking for a specific insurance company,no i want a long term care insurance policy from any company
675,177,best long term care insurance,do you plan to sign up for coverage online,no i want to know companies that offer it
676,177,best long term care insurance,do you think the best long term care insurance is right for you,i need companies that offer long term care insurance
677,177,best long term care insurance,what area of the country do you live in,i live in texas
678,177,best long term care insurance,,
679,177,best long term care insurance,are you interested in comparing coverage prices,no i am intrested in how much it costs
680,177,best long term care insurance,when do you expect to need coverage to begin,i dont know
681,177,best long term care insurance,would you like to buy a book on the best types of best long term insurances and learn more about it,no i just want information
682,177,best long term care insurance,would you like to find out the different types of payment options for the best long term care insurance,yes i want to know the price for long term insurance
683,177,best long term care insurance,would you like to know the age should to start buying best long term care insurance,no im interestied in what it costs
684,177,best long term care insurance,are you interested in getting a quote for coverage,yes i am interested in the cost of long term insurance
685,177,best long term care insurance,are you interested in more information on the best long term care insurance,yes specifically the cost
686,177,best long term care insurance,are you interested in the best priced long term care insurance or best coverage,best price
687,177,best long term care insurance,are you interested in the cost for best long term care insurance or short term,the cost of long term care insurance please
688,177,best long term care insurance,are you looking for a specific insurance company,no just give me the average cost charged by long term insurance companies
689,177,best long term care insurance,do you plan to sign up for coverage online,it all depends on how much it would cost me
690,177,best long term care insurance,do you think the best long term care insurance is right for you,no i want pricing on long term insurance policies
691,177,best long term care insurance,what area of the country do you live in,i dont know
692,177,best long term care insurance,,
693,177,best long term care insurance,are you interested in comparing coverage prices,yes make sure these coverages also have am best awarded to them
694,177,best long term care insurance,when do you expect to need coverage to begin,im looking for ratings for long term care insurance
695,177,best long term care insurance,would you like to buy a book on the best types of best long term insurances and learn more about it,no i want to know what ratings am best has given to long germ care policies
696,177,best long term care insurance,would you like to find out the different types of payment options for the best long term care insurance,no i want ratings
697,177,best long term care insurance,would you like to know the age should to start buying best long term care insurance,no i am interested in ratings with the best long term polices
698,177,best long term care insurance,are you interested in getting a quote for coverage,no
699,177,best long term care insurance,are you interested in more information on the best long term care insurance,yes
700,177,best long term care insurance,are you interested in the best priced long term care insurance or best coverage, i want to know about the best coverage
701,177,best long term care insurance,are you interested in the cost for best long term care insurance or short term,no i actually want to know ratings given to long term care insurance companies by am best
702,177,best long term care insurance,are you looking for a specific insurance company,yes am best
703,177,best long term care insurance,do you plan to sign up for coverage online,im not sure
704,177,best long term care insurance,do you think the best long term care insurance is right for you,im not sure this isnt related to my question
705,177,best long term care insurance,what area of the country do you live in,not what im looking for i want to find am bests ratings
706,177,best long term care insurance,,
707,21,volvo,are looking for reviews on volvo xc90 suv,no im wanting to volvo homepage
708,21,volvo,is your volvo having a maintenance issue,i am looking for volvos homepage
709,21,volvo,what year of volvo do you need information about,i just need the companys home page
710,21,volvo,which model of volvo are you interested in getting information about,i want to find volvos hompage
711,21,volvo,which part of volvo are you interested in,i want to find the homepage of volvo
712,21,volvo,would you like to buy semi truck,no
713,21,volvo,would you like to know what are their most popular vehicles,no i need the homepage for their website
714,21,volvo,would you like to know what country volvo is located,no just take me to their homepage
715,21,volvo,would you like to know what their rating is compare to other car companies,no i want the homepage of volvo
716,21,volvo,are you asking what year the company originated,no just give me the companys home page
717,21,volvo,are you interested in the size of the company,no i want their website home page
718,21,volvo,are you interested in who is the ceo,no
719,21,volvo,are you looking for a dealer in a specific location,no i need to know volvos homepage
720,21,volvo,are you looking for a specific web site,yes i need to find vovos homepage
721,21,volvo,are you looking to buy a volvo,im looking for the volvo website
722,21,volvo,do you need information about a volvo dealership,no i would like volvos homepage
723,21,volvo,do you need repair information,no
724,21,volvo,,
725,21,volvo,are looking for reviews on volvo xc90 suv,yes
726,21,volvo,is your volvo having a maintenance issue,no i want to see reviews of the volvo xc90 suv
727,21,volvo,what year of volvo do you need information about,year is not given
728,21,volvo,which model of volvo are you interested in getting information about,xc90 suv
729,21,volvo,which part of volvo are you interested in,i am interested in the car volvo xc90 suv
730,21,volvo,would you like to buy semi truck,no this is not the vehicle i rewuestex information on
731,21,volvo,would you like to know what are their most popular vehicles,i want to know what people think about the volvo xc90 suv
732,21,volvo,would you like to know what country volvo is located,no i would like reviews of the volvo xc90 suv
733,21,volvo,would you like to know what their rating is compare to other car companies,i am interested in reviews on a volvo xc90 suv 
734,21,volvo,are you asking what year the company originated,no
735,21,volvo,are you interested in the size of the company,no i want reviews on the volvo xc90
736,21,volvo,are you interested in who is the ceo,no i want reviews about the volvo xc90 suv
737,21,volvo,are you looking for a dealer in a specific location,no i need informations about the volvo xc90 suv
738,21,volvo,are you looking for a specific web site,no i am searching for reviews of the volvo xc90 suv
739,21,volvo,are you looking to buy a volvo,i cannot answer this specific question with information online or in the query
740,21,volvo,do you need information about a volvo dealership,no i want to find reviews of the xc90 suv
741,21,volvo,do you need repair information,no i need to find reviews of the volvo xc90 suv
742,21,volvo,,
743,21,volvo,are looking for reviews on volvo xc90 suv,no i need information on where i can buy volvo semi trucks
744,21,volvo,is your volvo having a maintenance issue,it doesnt matter i want to buy a volvo semi truck
745,21,volvo,what year of volvo do you need information about,i need new or used volvo semi trucks
746,21,volvo,which model of volvo are you interested in getting information about,i dont know
747,21,volvo,which part of volvo are you interested in,no specific part
748,21,volvo,would you like to buy semi truck,yes i would like to buy a new or used volvo semi truck
749,21,volvo,would you like to know what are their most popular vehicles,no im looking for semi trucks that are for sale
750,21,volvo,would you like to know what country volvo is located,yes
751,21,volvo,would you like to know what their rating is compare to other car companies,no i want to find volvo semi trucks for sale
752,21,volvo,are you asking what year the company originated,i want to see what is for sale near me
753,21,volvo,are you interested in the size of the company,no i wan to find used volvo semi trucks for sale
754,21,volvo,are you interested in who is the ceo,no
755,21,volvo,are you looking for a dealer in a specific location,yes looking for dealer to buy product
756,21,volvo,are you looking for a specific web site,yes looking for volvo
757,21,volvo,are you looking to buy a volvo,yes and i need a list of locations where they are sold
758,21,volvo,do you need information about a volvo dealership,yes this will help
759,21,volvo,do you need repair information,no i want information about buying a volvo semi truck
760,21,volvo,,
761,21,volvo,are looking for reviews on volvo xc90 suv,no im looking for a volvo dealership
762,21,volvo,is your volvo having a maintenance issue,no i need to find dealership
763,21,volvo,what year of volvo do you need information about,i just need information about dealers near me
764,21,volvo,which model of volvo are you interested in getting information about,i am looking for the nearest volvo dealer
765,21,volvo,which part of volvo are you interested in,no i want to find a nearby dealership of volvo cars
766,21,volvo,would you like to buy semi truck,no i need a volvo dealer
767,21,volvo,would you like to know what are their most popular vehicles,no i just need a dealer
768,21,volvo,would you like to know what country volvo is located,no
769,21,volvo,would you like to know what their rating is compare to other car companies,no
770,21,volvo,are you asking what year the company originated,no i am just looking for a dealer
771,21,volvo,are you interested in the size of the company,no i would like to find a volvo dealer
772,21,volvo,are you interested in who is the ceo,no
773,21,volvo,are you looking for a dealer in a specific location,i dont know
774,21,volvo,are you looking for a specific web site,yes a volvo dealer website
775,21,volvo,are you looking to buy a volvo,yes so find me the nearest dealership
776,21,volvo,do you need information about a volvo dealership,yes
777,21,volvo,do you need repair information,no i just want a dealer nearby
778,21,volvo,,
779,21,volvo,are looking for reviews on volvo xc90 suv,no i want to know where i can get volvo parts online
780,21,volvo,is your volvo having a maintenance issue,i need to know where i can find volvo parts online
781,21,volvo,what year of volvo do you need information about,i just need a source online for volvo parts
