Timestamp,Respondent ID,Query,Method,Question,Fluency,Relevance,Usefulness
5/12/2026 20:21:14,R1778607549247786,Where did William S. Burroughs Jr.'s father study?,Baseline,"Was William S. Burroughs Jr.'s father, William Lee Burroughs, an American diplomat or military officer?",5,2,1
5/12/2026 20:21:14,R1778607549247786,Where did William S. Burroughs Jr.'s father study?,Iterative,What is the intended meaning of Where did William S. Burroughs Jr.'s father study??,2,1,1
5/12/2026 20:21:15,R1778607549247786,"Who is older, Dyson Parody or Gene Watson?",Iterative,What is Dyson Parody's identity?,5,2,2
5/12/2026 20:21:15,R1778607549247786,"Who is older, Dyson Parody or Gene Watson?",Baseline,Was Gene Watson born before 1940?,5,4,3
5/12/2026 20:21:15,R1778607549247786,Who is Sancho Ramírez's maternal grandfather?,Iterative,What is the intended meaning of Who is Sancho Ramírez's maternal grandfather??,2,1,1
5/12/2026 20:21:15,R1778607549247786,Who is Sancho Ramírez's maternal grandfather?,Baseline,Was Sancho Ramírez a member of the Castilian royal family?,5,1,1
5/12/2026 20:21:16,R1778607549247786,What is the place of birth of the director of film Dawn Of Life?,Baseline,"Is the director of the 2016 animated film ""Dawn of the Planet of the Apes"" (not ""Life"") credited to have been born in a specific country or region?",3,1,1
5/12/2026 20:21:16,R1778607549247786,What is the place of birth of the director of film Dawn Of Life?,Iterative,What is the film director's occupation?,4,2,2
5/12/2026 20:21:16,R1778607549247786,Where was the director of film Ronnie Rocket born?,Baseline,Was Ronnie Rocket's birthplace in the United States?,5,5,5
5/12/2026 20:21:16,R1778607549247786,Where was the director of film Ronnie Rocket born?,Iterative,What was Ronnie Rocket's profession as a film director?,5,1,1
5/12/2026 20:21:17,R1778607549247786,Who is the maternal grandmother of Felipe De Marichalar Y Borbón?,Baseline,"Is Felipe De Marichalar Y Borbón's mother, Maria Francisca Peretola, also his paternal grandmother?",4,2,2
5/12/2026 20:21:17,R1778607549247786,Who is the maternal grandmother of Felipe De Marichalar Y Borbón?,Iterative,What is the identity of Felipe De Marichalar Y Borbón's maternal grandmother?,5,5,4
5/12/2026 20:21:17,R1778607549247786,Who is the mother of the director of film Brenda Brave?,Baseline,Is Brenda Brave's filmography publicly available to identify her director?,5,2,2
5/12/2026 20:21:18,R1778607549247786,Who is the mother of the director of film Brenda Brave?,Iterative,What is the intended meaning of Who is the mother of the director of film Brenda Brave??,2,1,1
5/12/2026 20:21:18,R1778607549247786,"Which film was released earlier, Anna-Liisa or Children Underground?",Baseline,Was the release year of both films specified in the original query?,5,4,2
5/12/2026 20:21:18,R1778607549247786,"Which film was released earlier, Anna-Liisa or Children Underground?",Iterative,"What is the intended meaning of Which film was released earlier, Anna-Liisa or Children Underground??",2,1,1
5/12/2026 20:21:18,R1778607549247786,"Who was born later, D'Arcy Coulson or Thomas William Adams?",Iterative,What was D'Arcy Coulson's profession?,5,1,1
5/12/2026 20:21:19,R1778607549247786,"Who was born later, D'Arcy Coulson or Thomas William Adams?",Baseline,Was D'Arcy Coulson's birthdate specified in any of the provided information?,5,4,3
5/12/2026 20:21:19,R1778607549247786,"Are both businesses, Telus and Ztr Control Systems, located in the same country?",Baseline,Are they both Canadian companies?,5,5,4
5/12/2026 20:21:19,R1778607549247786,"Are both businesses, Telus and Ztr Control Systems, located in the same country?",Iterative,What country do both Telus and Ztr Control Systems operate in?,5,5,5
5/12/2026 20:21:20,R1778607549247786,Where was the performer of song Égérie (Song) born?,Baseline,"Was the performer of song Égérie (Song) a French singer, given that the song is by Édith Piaf?",4,4,3
5/12/2026 20:21:20,R1778607549247786,Where was the performer of song Égérie (Song) born?,Iterative,What is the intended meaning of Where was the performer of song Égérie (Song) born??,2,1,1
5/12/2026 20:21:20,R1778607549247786,"Which film was released earlier, Man'S Search For Happiness or Tell It To The Bees?",Iterative,"What is the intended meaning of Which film was released earlier, Man'S Search For Happiness or Tell It To The Bees??",2,1,1
5/12/2026 20:21:20,R1778607549247786,"Which film was released earlier, Man'S Search For Happiness or Tell It To The Bees?",Baseline,Was the release date of either film specified in the original query?,5,3,3
5/12/2026 20:21:21,R1778607549247786,"Who is the father of Beltrán Vélez De Guevara, Marquis Of Campo Real?",Baseline,"Was Beltrán Vélez De Guevara, Marquis Of Campo Real, a member of the Spanish nobility during his lifetime?",5,2,2
5/12/2026 20:21:21,R1778607549247786,"Who is the father of Beltrán Vélez De Guevara, Marquis Of Campo Real?",Iterative,"What is Beltrán Vélez De Guevara, Marquis Of Campo Real's father?",4,5,5
5/12/2026 20:21:21,R1778607549247786,Who is Frederick Of Luxembourg's paternal grandfather?,Iterative,What is Frederick Of Luxembourg's paternal grandfather?,4,2,2
5/12/2026 20:21:22,R1778607549247786,Who is Frederick Of Luxembourg's paternal grandfather?,Baseline,Was Frederick of Luxembourg born before or after 1354?,5,1,1
5/12/2026 20:21:22,R1778607549247786,"Who died first, Madame Pasca or James A. Donohoe?",Iterative,What is Madame Pasca's identity?,5,2,2
5/12/2026 20:21:22,R1778607549247786,"Who died first, Madame Pasca or James A. Donohoe?",Baseline,Was there any information provided about the dates of death for either Madame Pasca or James A. Donohoe?,5,4,3
5/12/2026 20:21:22,R1778607549247786,"Are Coal City, Illinois and Lash Kenar, Nur both located in the same country?",Iterative,"What is the country where Coal City, Illinois and Lash Kenar are both located?",5,5,5
5/12/2026 20:21:23,R1778607549247786,"Are Coal City, Illinois and Lash Kenar, Nur both located in the same country?",Baseline,Is it possible to confirm if both locations are part of the same administrative division or region within their respective countries?,5,4,5
5/12/2026 20:21:23,R1778607549247786,"Which film came out earlier, Niyoti or Angali Pangali?",Baseline,Was the release year of both films specified in the original query?,5,3,2
5/12/2026 20:21:23,R1778607549247786,"Which film came out earlier, Niyoti or Angali Pangali?",Iterative,"What is the subject of the films ""Niyoti"" and ""Angali Pangali""?",5,1,2
5/12/2026 20:21:24,R1778607549247786,"Which song was released earlier, 1990-Sick (Get 'Em All) or Who'S Laughing Now (Song)?",Baseline,"Was ""Who'S Laughing Now"" officially released in 1989?",5,4,3
5/12/2026 20:21:24,R1778607549247786,"Which song was released earlier, 1990-Sick (Get 'Em All) or Who'S Laughing Now (Song)?",Iterative,"What is the artist's name associated with the song ""1990-Sick (Get 'Em All)""?",5,2,3
5/12/2026 20:21:24,R1778607549247786,Who is the paternal grandmother of Archduchess Dolores Of Austria?,Iterative,What is the intended meaning of Who is the paternal grandmother of Archduchess Dolores Of Austria??,2,1,1
5/12/2026 20:21:24,R1778607549247786,Who is the paternal grandmother of Archduchess Dolores Of Austria?,Baseline,Is the Archduchess Dolores Of Austria still alive?,5,2,1
5/12/2026 20:21:25,R1778607549247786,"Who is William Ii, Count Of Flanders's paternal grandmother?",Iterative,"What is the intended meaning of Who is William Ii, Count Of Flanders's paternal grandmother??",2,1,1
5/12/2026 20:21:25,R1778607549247786,"Who is William Ii, Count Of Flanders's paternal grandmother?",Baseline,"Was William I of Flanders (also known as William II, Count of Flanders) actually referred to in historical records?",4,2,3
5/12/2026 23:10:50,R1778619228428844,"Which film has the director born later, Monsieur Taxi or A Yiddish World Remembered?",Iterative,"What is the intended meaning of Which film has the director born later, Monsieur Taxi or A Yiddish World Remembered??",2,1,1
5/12/2026 23:10:50,R1778619228428844,"Which film has the director born later, Monsieur Taxi or A Yiddish World Remembered?",Baseline,Was the birth year of the directors of these films specified in the original information?,4,3,2
5/12/2026 23:10:50,R1778619228428844,Where did Prince Gustav Of Thurn And Taxis (1848–1914)'s mother die?,Iterative,What date did Prince Gustav Of Thurn And Taxis' mother die?,5,2,1
5/12/2026 23:10:51,R1778619228428844,Where did Prince Gustav Of Thurn And Taxis (1848–1914)'s mother die?,Baseline,Was Prince Gustav of Thurn and Taxis' mother born in Austria?,5,2,1
5/12/2026 23:10:51,R1778619228428844,"Which film has the director died later, Excursion Train or Bad Day At Black Rock?",Iterative,What is the identity of the director who died later between the two films?,5,4,3
5/12/2026 23:10:51,R1778619228428844,"Which film has the director died later, Excursion Train or Bad Day At Black Rock?",Baseline,When were the directors of these two films born?,5,4,4
5/12/2026 23:10:51,R1778619228428844,What is the place of birth of Jo Planckaert's father?,Iterative,What is the intended meaning of What is the place of birth of Jo Planckaert's father??,3,1,1
5/12/2026 23:10:51,R1778619228428844,What is the place of birth of Jo Planckaert's father?,Baseline,Is there any information available about Jo Planckaert's family or personal life that might provide insight into his father's place of birth?,5,2,2
5/12/2026 23:10:52,R1778619228428844,"Who lived longer, Giuseppe Cesari or Nicos Poulantzas?",Iterative,What was Giuseppe Cesari's age at death compared to Nicos Poulantzas' age at death?,5,5,5
5/12/2026 23:10:52,R1778619228428844,"Who lived longer, Giuseppe Cesari or Nicos Poulantzas?",Baseline,Was Giuseppe Cesari's lifespan measured in years or decades?,5,1,1
5/12/2026 23:10:52,R1778619228428844,Who is the paternal grandmother of Archduchess Dolores Of Austria?,Iterative,What is the intended meaning of Who is the paternal grandmother of Archduchess Dolores Of Austria??,2,1,1
5/12/2026 23:10:52,R1778619228428844,Who is the paternal grandmother of Archduchess Dolores Of Austria?,Baseline,Is the Archduchess Dolores Of Austria still alive?,5,1,1
5/12/2026 23:10:52,R1778619228428844,"Who is the father of Beltrán Vélez De Guevara, Marquis Of Campo Real?",Baseline,"Was Beltrán Vélez De Guevara, Marquis Of Campo Real, a member of the Spanish nobility during his lifetime?",5,2,1
5/12/2026 23:10:53,R1778619228428844,"Who is the father of Beltrán Vélez De Guevara, Marquis Of Campo Real?",Iterative,"What is Beltrán Vélez De Guevara, Marquis Of Campo Real's father?",4,5,5
5/12/2026 23:10:53,R1778619228428844,"What is the date of death of Henry St John, 18Th Baron St John Of Bletso's father?",Iterative,"What is the name of Henry St John, 18th Baron St John of Bletso's mother?",5,1,1
5/12/2026 23:10:53,R1778619228428844,"What is the date of death of Henry St John, 18Th Baron St John Of Bletso's father?",Baseline,"Was Henry St John, 18th Baron St John of Bletso's father also known by any other title or name?",5,2,2
5/12/2026 23:10:53,R1778619228428844,What is the place of birth of Princess Margaretha Of Saxony's mother?,Baseline,Was Princess Margaretha Of Saxony's mother born in Sweden?,5,5,4
5/12/2026 23:10:53,R1778619228428844,What is the place of birth of Princess Margaretha Of Saxony's mother?,Iterative,What is the intended meaning of What is the place of birth of Princess Margaretha Of Saxony's mother??,2,1,1
5/12/2026 23:10:53,R1778619228428844,"Which film was released earlier, Amelie Or The Time To Love or Beginners?",Baseline,Was the release date of either film specified in the original query?,5,3,2
5/12/2026 23:10:54,R1778619228428844,"Which film was released earlier, Amelie Or The Time To Love or Beginners?",Iterative,"What is the location of the film ""Beginners""?",5,1,1
5/12/2026 23:10:54,R1778619228428844,Where was the performer of song Égérie (Song) born?,Iterative,What is the intended meaning of Where was the performer of song Égérie (Song) born??,2,1,1
5/12/2026 23:10:54,R1778619228428844,Where was the performer of song Égérie (Song) born?,Baseline,"Was the performer of song Égérie (Song) a French singer, given that the song is by Édith Piaf?",5,4,3
5/12/2026 23:10:54,R1778619228428844,"Are both businesses, Telus and Ztr Control Systems, located in the same country?",Iterative,What country do both Telus and Ztr Control Systems operate in?,5,5,5
5/12/2026 23:10:54,R1778619228428844,"Are both businesses, Telus and Ztr Control Systems, located in the same country?",Baseline,Are they both Canadian companies?,5,4,4
5/12/2026 23:10:54,R1778619228428844,"What is the place of birth of James Douglas, 3Rd Earl Of Angus's father?",Baseline,"Was James Douglas, 3rd Earl of Angus, a member of the Scottish royal House of Stewart?",5,2,1
5/12/2026 23:10:54,R1778619228428844,"What is the place of birth of James Douglas, 3Rd Earl Of Angus's father?",Iterative,"What is the intended meaning of What is the place of birth of James Douglas, 3Rd Earl Of Angus's father??",2,1,1
5/12/2026 23:10:55,R1778619228428844,"Which film has the director who died first, The Face Of Fu Manchu or The Hidden One?",Iterative,"What is the intended meaning of Which film has the director who died first, The Face Of Fu Manchu or The Hidden One??",2,1,1
5/12/2026 23:10:55,R1778619228428844,"Which film has the director who died first, The Face Of Fu Manchu or The Hidden One?",Baseline,Was the director of both films the same person?,5,4,4
5/12/2026 23:10:55,R1778619228428844,Where was the place of death of Juan Carlos Gumucio's wife?,Iterative,What is the intended meaning of Where was the place of death of Juan Carlos Gumucio's wife??,2,1,1
5/12/2026 23:10:55,R1778619228428844,Where was the place of death of Juan Carlos Gumucio's wife?,Baseline,Was Juan Carlos Gumucio's wife murdered in Chile?,5,4,3
5/12/2026 23:10:55,R1778619228428844,"Who died first, Madame Pasca or James A. Donohoe?",Iterative,What is Madame Pasca's identity?,5,2,2
5/12/2026 23:10:56,R1778619228428844,"Who died first, Madame Pasca or James A. Donohoe?",Baseline,Was there any information provided about the dates of death for either Madame Pasca or James A. Donohoe?,5,4,3
5/12/2026 23:10:56,R1778619228428844,"Which film was released earlier, Anna-Liisa or Children Underground?",Iterative,"What is the intended meaning of Which film was released earlier, Anna-Liisa or Children Underground??",2,1,1
5/12/2026 23:10:56,R1778619228428844,"Which film was released earlier, Anna-Liisa or Children Underground?",Baseline,Was the release year of both films specified in the original query?,5,3,2
5/12/2026 23:10:56,R1778619228428844,What is the place of birth of the performer of song Who...?,Iterative,"What is the performer of song ""Who...""?",4,5,5
5/12/2026 23:10:57,R1778619228428844,What is the place of birth of the performer of song Who...?,Baseline,"Is the performer of the song ""Who Can It Be Now?",2,2,1
5/12/2026 23:10:57,R1778619228428844,"Which film has the director who was born earlier, Invasion 1897 or Nene Raju Nene Mantri?",Baseline,Was the director of both films born before 1970?,5,4,3
5/12/2026 23:10:57,R1778619228428844,"Which film has the director who was born earlier, Invasion 1897 or Nene Raju Nene Mantri?",Iterative,What is the birth year of the director of Nene Raju Nene Mantri?,5,5,4
5/12/2026 23:10:57,R1778619228428844,Where was the wife of Douglas Leiterman born?,Baseline,Was the birthplace of Douglas Leiterman's wife publicly available or documented in any reliable sources?,5,3,2
5/12/2026 23:10:57,R1778619228428844,Where was the wife of Douglas Leiterman born?,Iterative,What was the wife of Douglas Leiterman's profession?,4,1,1
5/12/2026 23:10:57,R1778619228428844,Where did William S. Burroughs Jr.'s father study?,Iterative,What is the intended meaning of Where did William S. Burroughs Jr.'s father study??,2,1,1
5/12/2026 23:10:57,R1778619228428844,Where did William S. Burroughs Jr.'s father study?,Baseline,"Was William S. Burroughs Jr.'s father, William Lee Burroughs, an American diplomat or military officer?",5,2,1
5/12/2026 23:10:57,R1778619228428844,Who is the mother of the director of film Brenda Brave?,Iterative,What is the intended meaning of Who is the mother of the director of film Brenda Brave??,2,1,1
5/12/2026 23:10:58,R1778619228428844,Who is the mother of the director of film Brenda Brave?,Baseline,Is Brenda Brave's filmography publicly available to identify her director?,5,3,2
5/12/2026 23:10:58,R1778619228428844,"Who is older, Dyson Parody or Gene Watson?",Baseline,Was Gene Watson born before 1940?,5,4,3
5/12/2026 23:10:58,R1778619228428844,"Who is older, Dyson Parody or Gene Watson?",Iterative,What is Dyson Parody's identity?,5,2,2
5/12/2026 23:10:59,R1778619228428844,"Which film has the director died later, Just Like A Woman (1939 Film) or Madigan'S Millions?",Baseline,"Is the release year of ""Just Like A Woman"" (1939 Film) correct?",5,2,1
5/12/2026 23:10:59,R1778619228428844,"Which film has the director died later, Just Like A Woman (1939 Film) or Madigan'S Millions?",Iterative,"What is the intended meaning of Which film has the director died later, Just Like A Woman (1939 Film) or Madigan'S Millions??",2,1,1
5/12/2026 23:10:59,R1778619228428844,Which award the composer of film Bhookh (1947 Film) won?,Iterative,What is content or subject for Which award the composer of film Bhookh (1947 Film) won??,2,1,1
5/12/2026 23:10:59,R1778619228428844,Which award the composer of film Bhookh (1947 Film) won?,Baseline,"Was the award won by the composer for his work on the music score specifically, or was it an overall award recognizing his contributions to the film?",5,4,3
5/12/2026 23:10:59,R1778619228428844,Where was the husband of Esperanza Osmeña born?,Baseline,"Was Esperanza Osmeña's husband a public figure or notable individual, which might help narrow down the location of his birth?",5,3,2
5/12/2026 23:10:59,R1778619228428844,Where was the husband of Esperanza Osmeña born?,Iterative,What was the birthplace of Esperanza Osmeña's husband?,5,5,5
5/12/2026 23:11:00,R1778619228428844,What is the place of birth of the director of film Dawn Of Life?,Iterative,What is the film director's occupation?,5,2,1
5/12/2026 23:11:00,R1778619228428844,What is the place of birth of the director of film Dawn Of Life?,Baseline,"Is the director of the 2016 animated film ""Dawn of the Planet of the Apes"" (not ""Life"") credited to have been born in a specific country or region?",3,1,1
5/12/2026 23:11:00,R1778619228428844,Are the directors of films The Edifying And Joyous Story Of Colinot and Cold Moon both from the same country?,Baseline,Is it possible to determine if the directors' countries of origin are known or publicly disclosed for these specific films?,5,4,3
5/12/2026 23:11:00,R1778619228428844,Are the directors of films The Edifying And Joyous Story Of Colinot and Cold Moon both from the same country?,Iterative,What is the country of origin for the directors of films The Edifying And Joyous Story Of Colinot and Cold Moon?,5,5,5
5/12/2026 23:11:00,R1778619228428844,Where did Meritaten's father die?,Baseline,"Was Meritaten's father, Pharaoh Akhenaten, actually deceased at the time of her birth or was he still alive when she became queen?",5,2,1
5/12/2026 23:11:00,R1778619228428844,Where did Meritaten's father die?,Iterative,What was the cause of Meritaten's father's death?,5,2,1
5/12/2026 23:11:00,R1778619228428844,"Which film has the director who died later, The Death Kiss or Her Luck In London?",Iterative,"What is the intended meaning of Which film has the director who died later, The Death Kiss or Her Luck In London??",2,1,1
5/12/2026 23:11:01,R1778619228428844,"Which film has the director who died later, The Death Kiss or Her Luck In London?",Baseline,"Was the director of both films still alive when ""Her Luck In London"" was released?",5,3,2
5/12/2026 23:11:01,R1778619228428844,What is the place of birth of the creator of Miss Seventeen?,Baseline,"Is the creator of Miss Seventeen a well-known artist or designer, and if so, was their work primarily focused on fashion magazines?",5,2,2
5/12/2026 23:11:01,R1778619228428844,What is the place of birth of the creator of Miss Seventeen?,Iterative,What is the intended meaning of What is the place of birth of the creator of Miss Seventeen??,2,1,1
5/12/2026 23:11:01,R1778619228428844,"Which film has the director born first, Spione or Five Million Look For An Heir?",Iterative,What is the birth year of the director of Spione?,5,5,4
5/12/2026 23:11:01,R1778619228428844,"Which film has the director born first, Spione or Five Million Look For An Heir?",Baseline,"Was the director of both films, Michael Curtiz, born before 1906?",4,3,3
5/12/2026 23:11:01,R1778619228428844,"Are Coal City, Illinois and Lash Kenar, Nur both located in the same country?",Iterative,"What is the country where Coal City, Illinois and Lash Kenar are both located?",5,5,5
5/12/2026 23:11:01,R1778619228428844,"Are Coal City, Illinois and Lash Kenar, Nur both located in the same country?",Baseline,Is it possible to confirm if both locations are part of the same administrative division or region within their respective countries?,5,3,2
5/12/2026 23:11:01,R1778619228428844,Where was the father of Andrew Balding born?,Iterative,What is the name of Andrew Balding's father?,5,4,4
5/12/2026 23:11:03,R1778619228428844,Where was the father of Andrew Balding born?,Baseline,Was the birth location of Andrew Balding's father documented in any historical records or biographies?,5,4,3
5/12/2026 23:11:03,R1778619228428844,"Who is William Ii, Count Of Flanders's paternal grandmother?",Iterative,"What is the intended meaning of Who is William Ii, Count Of Flanders's paternal grandmother??",2,1,1
5/12/2026 23:11:03,R1778619228428844,"Who is William Ii, Count Of Flanders's paternal grandmother?",Baseline,"Was William I of Flanders (also known as William II, Count of Flanders) actually referred to in historical records?",4,3,2
5/12/2026 23:11:03,R1778619228428844,Who is Frederick Of Luxembourg's paternal grandfather?,Baseline,Was Frederick of Luxembourg born before or after 1354?,5,2,1
5/12/2026 23:11:03,R1778619228428844,Who is Frederick Of Luxembourg's paternal grandfather?,Iterative,What is Frederick Of Luxembourg's paternal grandfather?,4,5,5
5/12/2026 23:11:03,R1778619228428844,Which country Dexter Young's mother is from?,Iterative,What is the intended meaning of Which country Dexter Young's mother is from??,2,1,1
5/12/2026 23:11:03,R1778619228428844,Which country Dexter Young's mother is from?,Baseline,Is there any information available about Dexter Young's family background or nationality?,5,4,3
5/12/2026 23:11:03,R1778619228428844,"Which film came out first, Natürlich Die Nelli or Cairo Declaration (Film)?",Iterative,"What is the intended meaning of Which film came out first, Natürlich Die Nelli or Cairo Declaration (Film)??",2,1,1
5/12/2026 23:11:04,R1778619228428844,"Which film came out first, Natürlich Die Nelli or Cairo Declaration (Film)?",Baseline,Was the release year of Natürlich Die Nelli specified in the original information?,5,3,2
5/12/2026 23:11:04,R1778619228428844,Who is the maternal grandmother of Felipe De Marichalar Y Borbón?,Iterative,What is the identity of Felipe De Marichalar Y Borbón's maternal grandmother?,4,5,5
5/12/2026 23:11:04,R1778619228428844,Who is the maternal grandmother of Felipe De Marichalar Y Borbón?,Baseline,"Is Felipe De Marichalar Y Borbón's mother, Maria Francisca Peretola, also his paternal grandmother?",4,1,1
5/12/2026 23:11:04,R1778619228428844,"Who is Thomas Stafford, 3Rd Earl Of Stafford's father?",Baseline,"Was Thomas Stafford, 3rd Earl of Stafford, a member of the House of Plantagenet?",5,2,1
5/12/2026 23:11:04,R1778619228428844,"Who is Thomas Stafford, 3Rd Earl Of Stafford's father?",Iterative,"What is Thomas Stafford, 3rd Earl of Stafford's father?",5,5,5
5/12/2026 23:11:04,R1778619228428844,"Which film came out earlier, Niyoti or Angali Pangali?",Iterative,"What is the subject of the films ""Niyoti"" and ""Angali Pangali""?",5,2,1
5/12/2026 23:11:04,R1778619228428844,"Which film came out earlier, Niyoti or Angali Pangali?",Baseline,Was the release year of both films specified in the original query?,5,3,2
5/12/2026 23:11:04,R1778619228428844,"Which film was released earlier, Man'S Search For Happiness or Tell It To The Bees?",Baseline,Was the release date of either film specified in the original query?,5,3,2
5/12/2026 23:11:05,R1778619228428844,"Which film was released earlier, Man'S Search For Happiness or Tell It To The Bees?",Iterative,"What is the intended meaning of Which film was released earlier, Man'S Search For Happiness or Tell It To The Bees??",2,1,1
5/12/2026 23:11:05,R1778619228428844,"Which song was released earlier, 1990-Sick (Get 'Em All) or Who'S Laughing Now (Song)?",Baseline,"Was ""Who'S Laughing Now"" officially released in 1989?",5,4,4
5/12/2026 23:11:05,R1778619228428844,"Which song was released earlier, 1990-Sick (Get 'Em All) or Who'S Laughing Now (Song)?",Iterative,"What is the artist's name associated with the song ""1990-Sick (Get 'Em All)""?",5,2,2
5/12/2026 23:11:05,R1778619228428844,Which country Gilduin Of Le Puiset's father is from?,Iterative,What is the country of origin of Gilduin Of Le Puiset's father?,5,5,5
5/12/2026 23:11:05,R1778619228428844,Which country Gilduin Of Le Puiset's father is from?,Baseline,Is Gilduin Of Le Puiset a character in a specific book or series?,5,2,2
5/12/2026 23:11:05,R1778619228428844,"Who was born later, D'Arcy Coulson or Thomas William Adams?",Iterative,What was D'Arcy Coulson's profession?,5,2,1
5/12/2026 23:11:05,R1778619228428844,"Who was born later, D'Arcy Coulson or Thomas William Adams?",Baseline,Was D'Arcy Coulson's birthdate specified in any of the provided information?,5,4,3
5/12/2026 23:11:05,R1778619228428844,Where did George Lane-Fox (Mp)'s father study?,Iterative,What is the intended meaning of Where did George Lane-Fox (Mp)'s father study??,2,1,1
5/12/2026 23:11:06,R1778619228428844,Where did George Lane-Fox (Mp)'s father study?,Baseline,"Was George Lane-Fox's father, John Fox-Strangeways, a fellow of Magdalen College, Oxford?",5,4,3
5/12/2026 23:11:06,R1778619228428844,Where was the director of film Ronnie Rocket born?,Iterative,What was Ronnie Rocket's profession as a film director?,4,2,1
5/12/2026 23:11:06,R1778619228428844,Where was the director of film Ronnie Rocket born?,Baseline,Was Ronnie Rocket's birthplace in the United States?,5,5,4
5/12/2026 23:11:06,R1778619228428844,"Which film has the director born later, Diary Of A Maniac or Return Of The Hero?",Baseline,Is the birth year of the directors for both films publicly available?,5,4,3
5/12/2026 23:11:06,R1778619228428844,"Which film has the director born later, Diary Of A Maniac or Return Of The Hero?",Iterative,What is the birth year of the directors of Diary Of A Maniac and Return Of The Hero?,5,5,5
5/12/2026 23:11:06,R1778619228428844,Who is Sancho Ramírez's maternal grandfather?,Baseline,Was Sancho Ramírez a member of the Castilian royal family?,5,2,1
5/12/2026 23:11:07,R1778619228428844,Who is Sancho Ramírez's maternal grandfather?,Iterative,What is the intended meaning of Who is Sancho Ramírez's maternal grandfather??,2,1,1
5/12/2026 23:11:07,R1778619228428844,Are both Kaufland and Otrag located in the same country?,Baseline,Is it possible that one of these stores is actually located in a different country than the other?,5,4,3
5/12/2026 23:11:07,R1778619228428844,Are both Kaufland and Otrag located in the same country?,Iterative,What countries do Kaufland and Otrag operate in?,5,5,5
